Track Name;Artist Name(s);Album Release Date;Album Name;Track Duration (ms);Album Artist Name(s);Track Number
Lose Control;MEDUZA, Becky Hill, Goodboys;2019;Lose Control;168387;MEDUZA, Becky Hill, Goodboys;1
Lose Control - Radio Mix;Ummet Ozcan;2015;Lose Control;178124;Ummet Ozcan;1
Lose Yourself to Dance (feat. Pharrell Williams);Daft Punk, Pharrell Williams;2013;Random Access Memories;353893;Daft Punk;6
Loser;Beck;1994;235000;Mellow Gold;Beck;1
Losin It;Simon Zion;2015;Losin It;232000;Simon Zion;1
Losing It;FISHER;2018;Losing It;248035;FISHER;1
Losing My Religion;R.E.M.;2011;267760;Part Lies Part Heart Part Truth Part Garbage 1982-2011;R.E.M.;18
Lost & Found - Radio Edit;Sick Individuals;2014;Lost & Found;206367;Sick Individuals;1
Lost on You;LP;2016;Lost on You;266187;LP;2
Louboutin;Vale pain, Rondodasosa, Nko;2020;2020: YoungStar;240000;Vale pain;4
Loud;R5;2013;Louder;206813;R5;8
Louder - Radio Edit;Dimitri Vegas & Like Mike, VINAI;2015;Louder;153784;Dimitri Vegas & Like Mike, VINAI;2
Louie Louie;The Kingsmen;2006;The Best of The Kingsmen;165381;The Kingsmen;1
Love Again (feat. Alida);Alok, Alida;2021;Love Again (feat. Alida);147401;Alok, Alida;1
Love Is A Battlefield;Pat Benatar;2001;247026;Pat Benatar: The Collection;Pat Benatar;1
Love It Like That (feat. Nyanda);Pink Panda, Nyanda;2018;Love It Like That (feat. Nyanda);161665;Pink Panda;1
Love Of My Life - Remastered 2011;Queen;1975;A Night At The Opera (2011 Remaster);217386;Queen;9
Love The Way You Lie;Eminem, Rihanna;2010;Recovery;263373;Eminem;15
Love Tonight - David Guetta Remix Edit;Shouse, David Guetta;2021;Love Tonight (David Guetta Remix);158095;Shouse, David Guetta;1
Love Train;The O'Jays;1972;178400;Back Stabbers;The O'Jays;10
Lovefool - Radio Edit;The Cardigans;1996;193893;First Band On The Moon;The Cardigans;7
Lovers on the Sun (feat. Sam Martin);David Guetta, Sam Martin;2015;Listen Again;203520;David Guetta;4
Lucciole;BLANCO;2021;Blu Celeste;176097;BLANCO;7
Lucid Dreams;Juice WRLD;2018;Goodbye & Good Riddance;239835;Juice WRLD;3
Lucille;Little Richard;1991;Good Golly! (Reissue);144333;Little Richard;8
Lullaby;R3HAB, Mike Williams;2018;Lullaby;160183;R3HAB, Mike Williams;1
L'ultima notte;ARIETE;2021;L'ultima notte;157566;ARIETE;1
L'ultima volta - feat. Massimo Pericolo;Emis Killa, Jake La Furia, Massimo Pericolo;2021;17 - Dark Edition;210971;Emis Killa, Jake La Furia;10
LUNA (feat. Gaia);Madame, Gaia;2021;MADAME;185560;Madame;15
LUNA PIENA (con IRAMA);Rkomi, Irama, Shablo;2021;TAXI DRIVER;166983;Rkomi;6
Lunar;Madison Mars, Lucas & Steve;2019;Lunar;189523;Madison Mars, Lucas & Steve;1
LUNEDI';Salmo;2018;Playlist;205266;Salmo;13
LUV U NEED U;Slushii;2017;LUV U NEED U;146709;Slushii;1
Lyd (Like You Do);Lucky Luke;2017;Lyd (Like You Do);238826;Lucky Luke;1
M' Manc (con Geolier & Sfera Ebbasta);Shablo, Geolier, Sfera Ebbasta;2020;M' Manc (con Geolier & Sfera Ebbasta);180000;Shablo, Geolier, Sfera Ebbasta;1
m%n;tha Supreme;2021;m%n;174364;tha Supreme;1
m12ano - feat. Mara Sattei;tha Supreme, Mara Sattei;2020;23 6451;188426;tha Supreme;13
m8nstar;tha Supreme;2020;23 6451;164825;tha Supreme;9
Ma il cielo è sempre più blu;Rino Gaetano;1998;La Storia;272746;Rino Gaetano;1
Ma quale idea;Pino D'Angiò;2011;Italian Classics: Pino D'Angiò Collection, Vol. 1;262456;Pino D'Angiò;4
MADAME - L'anima (feat. Madame);Marracash, Madame;2020;Persona;221631;Marracash;13
Mademoiselle;Sfera Ebbasta;2019;Mademoiselle;189344;Sfera Ebbasta;1
Magic;KSHMR;2018;Magic;149414;KSHMR;1
Magic Carpet Ride;Steppenwolf;1968;271573;The Second;Steppenwolf;7
Major Tom - Coming Home;Peter Schilling;1989;301373;The Different Story (World Of Lust And Crime);Peter Schilling;2
Make Believe;Quintino;2019;Make Believe;194531;Quintino;1
Make It Bun Dem;Skrillex, Damian Marley;2012;Make It Bun Dem After Hours EP;213696;Skrillex, Damian Marley;1
MAKUMBA;Noemi, Carl Brave;2021;Metamorfosi;217621;Noemi;1
Malbec;Duki, Bizarrap;2021;Desde el Fin del Mundo;175890;Duki;10
Maldito duende;Heroes Del Silencio;1990;Senderos De Traición - Edición Especial;253186;Heroes Del Silencio;2
malibu;sangiovanni;2021;sangiovanni;166216;sangiovanni;2
Mama (feat. Nitro);Gemitaiz, Nitro;2020;QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9;180581;Gemitaiz;3
Mambo Salentino;Boomdabash, Alessandra Amoroso;2019;Mambo Salentino;155413;Boomdabash, Alessandra Amoroso;1
Mamma Mia;ABBA;1975;Abba;215266;ABBA;1
MAMMAMIA;Måneskin;2021;MAMMAMIA;186809;Måneskin;1
Mammoth - Radio Edit;Dimitri Vegas & Like Mike, MOGUAI;2014;Mammoth;160257;Dimitri Vegas & Like Mike, MOGUAI;2
Mammoth (Original);Dimitri Vegas & Like Mike, MOGUAI;2014;Mammoth;332289;Dimitri Vegas & Like Mike, MOGUAI;2
MANCARSI;Coma_Cose;2019;HYPE AURA;229120;Coma_Cose;2
Mandala - Official Sunburn 2016 Anthem;KSHMR, Marnik, Mitika;2016;Mandala (Official Sunburn 2016 Anthem);176250;KSHMR, Marnik;1
Maneater - Radio Edit;Daryl Hall & John Oates;2011;270946;80s 100 Hits - Volume 2;Artisti Vari;61
Maniac;Michael Sembello;1983;244706;Flashdance Original Soundtrack From The Motion Picture;Artisti Vari;10
Maps;Maroon 5;2015;V (Deluxe);189960;Maroon 5;1
Máquina;Cuchillazo;2005;DÍas Negros;170346;Cuchillazo;1
MAREA;Madame;2021;MADAME;194380;Madame;1
Margarita (con Marracash);Elodie, Marracash;2019;Margarita (con Marracash);177812;Elodie, Marracash;1
MARILÙ;Achille Lauro;2021;LAURO (Deluxe Version);250830;Achille Lauro;6
Mary Jane's Last Dance;Tom Petty and the Heartbreakers;2000;272266;Anthology: Through The Years;Tom Petty and the Heartbreakers;15
Marymango (feat. tha Supreme);Ghali, tha Supreme;2020;DNA;204984;Ghali;8
Mask Off;Future;2017;FUTURE;204600;Future;7
Material Girl;Madonna;2009;240280;Celebration (double disc version);Madonna;20
Maximal Crazy (Radio Edit);Tiësto;2011;Maximal Crazy;256606;Tiësto;1
Mayhem;Steve Aoki, Quintino;2018;Mayhem;157031;Steve Aoki, Quintino;1
Mazzette;ODT, MamboLosco;2021;ODT COSCA;152500;ODT;6
Me & U (feat. Anna Lunoe);Tommy Trash, Anna Lunoe;2015;Luv U Giv;197142;Tommy Trash;3
Me and Bobby McGee;The Full Tilt Boogie Band;1973;Janis Joplin's Greatest Hits;269493;Janis Joplin;5
Me ne frego;Achille Lauro;2020;1969 - Achille Idol Rebirth;221437;Achille Lauro;6
ME O LE MIE CANZONI? (con GAZZELLE);Rkomi, Gazzelle, Night Skinny;2021;TAXI DRIVER;167479;Rkomi;4
Me Provocas;Fumaratto;2019;Me Provocas;293015;Fumaratto;1
Me Rehúso;Danny Ocean;2016;Me Rehúso;205741;Danny Ocean;1
Me, Myself & I;G-Eazy, Bebe Rexha;2015;When It's Dark Out;251466;G-Eazy;3
Mediterranea;Irama;2020;Crepe;177809;Irama;3
Meet Me Halfway;Black Eyed Peas;2009;THE E.N.D. (THE ENERGY NEVER DIES) [International Version];284373;Black Eyed Peas;3
MEGLIO DEL CINEMA;Fedez;2021;DISUMANO;188766;Fedez;8
MELISSA P;FSK SATELLITE;2019;FSK TRAPSHIT;166870;FSK SATELLITE;7
Melodia proibita;Irama;2021;Melodia proibita;194553;Irama;1
Melody - Radio Edit;Oliver Heldens;2015;Melody;163996;Oliver Heldens;1
Memories;Maroon 5;2019;Memories;189486;Maroon 5;1
Memories (feat. Kid Cudi);David Guetta, Kid Cudi;2010;One More Love;210093;David Guetta;4
Message In A Bottle - Remastered 2003;The Police;1979;Reggatta De Blanc;290280;The Police;1
Metaphor;Alok, Timmy Trumpet;2019;Metaphor;202000;Alok, Timmy Trumpet;1
Mezz’Ora Di Sole;BLANCO;2021;Blu Celeste;118185;BLANCO;1
MI FAI IMPAZZIRE;BLANCO, Sfera Ebbasta;2021;MI FAI IMPAZZIRE;220235;BLANCO, Sfera Ebbasta;1
MI SENTO BENE;Salmo;2021;FLOP;183089;Salmo;2
MIA (feat. Drake);Bad Bunny, Drake;2018;MIA (feat. Drake);210367;Bad Bunny;1
Mic Check;Good Times Ahead, TJR;2015;DTG VOL. 1;234400;Good Times Ahead;7
MIC Drop (feat. Desiigner) [Steve Aoki Remix];BTS, Desiigner, Steve Aoki;2017;MIC Drop (feat. Desiigner) [Steve Aoki Remix];238726;BTS, Steve Aoki;1
MIC Drop (Steve Aoki Remix) [Full Length Edition];BTS, Steve Aoki;2018;Love Yourself 結 'Answer';307675;BTS;9
Middle;DJ Snake, Bipolar Sunshine;2016;Encore;220573;DJ Snake;2
Midnight Rider;Allman Brothers Band;1970;180066;Idlewild South (Deluxe Edition Remastered);Allman Brothers Band;3
Midnight Tokyo;Deko;2020;Crystalline;198408;Deko;6
Mienteme -Prometeme;Don Tetto;2010;Mienteme Prometeme;221268;Don Tetto;4
MILLE – feat. Orietta Berti;Fedez, Achille Lauro, Orietta Berti;2021;MILLE – feat. Orietta Berti;175923;Fedez, Achille Lauro, Orietta Berti;1
Mille guerre;ARIETE;2020;18 anni;137562;ARIETE;3
Millevoci;Albe;2021;Millevoci;182950;Albe;1
Miss - Emodrill version 2019;Massimo Pericolo, Crookers, Nic Sarno;2019;Scialla Semper (Emodrill Repack);197585;Massimo Pericolo;10
Miss You;Marc Benjamin, Bancali;2021;Miss You;158000;Marc Benjamin, Bancali;1
Miss You - Remastered;The Rolling Stones;1978;288666;Some Girls (Deluxe Version);The Rolling Stones;1
Missing;BODÉ, Tanya Lacey;2019;Missing;181935;BODÉ;1
Mistaken (feat. Alex Aris);Martin Garrix, Matisse & Sadko, Alex Aris;2019;Mistaken (feat. Alex Aris);282480;Martin Garrix, Matisse & Sadko;1
Mistaken (feat. Alex Aris) - Club Mix;Martin Garrix, Matisse & Sadko, Alex Aris;2019;Mistaken (feat. Alex Aris);282475;Martin Garrix, Matisse & Sadko;2
Mo Bamba;Sheck Wes;2018;MUDBOY;183906;Sheck Wes;9
Molinos De Viento;Mägo de Oz;1998;La Leyenda De La Mancha;251681;Mägo de Oz;5
Mon Cheri (feat. Sfera Ebbasta);Rkomi, Sfera Ebbasta;2019;Dove Gli Occhi Non Arrivano;181866;Rkomi;11
MONEY;LISA;2021;LALISA;168227;LISA;2
Money For Nothing;Dire Straits;1985;Brothers In Arms;510933;Dire Straits;2
Money In The Grave (Drake ft. Rick Ross);Drake, Rick Ross;2019;The Best In The World Pack;205426;Drake;2
Monsoon;Tokio Hotel;2010;Best Of (English Version);240773;Tokio Hotel;2
Monster;LUM!X, Gabry Ponte;2019;Monster;154226;LUM!X, Gabry Ponte;1
Mood (feat. iann dior);24kGoldn, iann dior;2020;Mood (feat. iann dior);140525;24kGoldn, iann dior;1
More Than a Feeling;Boston;1976;Boston;285133;Boston;1
More Than You Know;Axwell /\ Ingrosso;2017;More Than You Know;203000;Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso;1
Morirò da Re;Måneskin;2018;Il ballo della vita;157880;Måneskin;12
Mortals;Warriyo;2016;Mortals;228340;Warriyo;1
Morto di fame (feat. Lazza);Emis Killa, Lazza;2021;Keta Music, Vol. 3;163362;Emis Killa;3
Mr. Blue Sky;Electric Light Orchestra;1977;303373;Out of the Blue;Electric Light Orchestra;13
Mr. Brightside;The Killers;2004;Hot Fuss;222075;The Killers;2
Mr. Jones;Counting Crows;1993;272293;August And Everything After;Counting Crows;3
Mr. Tambourine Man;The Byrds;1965;Mr. Tambourine Man;149466;The Byrds;1
"Mrs. Robinson - From ""The Graduate"" Soundtrack";Simon & Garfunkel;1968;Bookends;244026;Simon & Garfunkel;10
Mufasa;Timmy Trumpet, The Golden Army;2018;Mufasa;167142;Timmy Trumpet, The Golden Army;1
Muhammad Ali;Marco Mengoni;2018;Atlantico;187386;Marco Mengoni;4
Mujer Amante - Vivo;Rata Blanca;2011;XX Aniversario En Vivo - Magos, Espadas Y Rosas;377399;Rata Blanca;2
Mujer Noche;Mar de Copas;2018;Rock Peruano;283743;Mar de Copas, Miki González;14
Muñequita Linda;Juan Magán, Deorro, MAKJ, YFN Lucci;2018;Muñequita Linda;210524;Juan Magán, Deorro, MAKJ;1
Murderer;Carbin, hayve, Emily Makis;2020;Murderer;201465;Carbin, hayve, Emily Makis;1
Muro;Luigi Strangis;2021;Muro;154181;Luigi Strangis;1
My Best Life (feat. Mike Waters);KSHMR, Mike Waters;2019;My Best Life (feat. Mike Waters);212285;KSHMR, Mike Waters;1
My Feelings;Madison Mars;2018;My Feelings;177000;Madison Mars;1
My Generation - Stereo Version;The Who;1965;198706;My Generation;The Who;6
My Girl;The Temptations;1965;The Temptations Sing Smokey;165000;The Temptations;3
My House;Flo Rida;2015;My House;192190;Flo Rida;2
My Life Is Going On - Burak Yeter Remix;Burak Yeter, Cecilia Krull;2018;My Life Is Going On (Burak Yeter Remix);226278;Burak Yeter, Cecilia Krull;1
My Nigga;YG, Jeezy, Rich Homie Quan;2013;My Nigga;236093;YG;1
My One (feat. Tory Lanez, Kranium & Dappy) (Shift K3Y Remix);Wiley, Kranium, Dappy, Tory Lanez, Shift K3Y;2019;My One (feat. Tory Lanez, Kranium & Dappy) (Shift K3Y Remix);200498;Wiley, Kranium, Dappy;1
My Own Worst Enemy;Lit;1999;169026;A Place In The Sun;Lit;2
My Sharona;The Knack;1979;295400;Get The Knack;The Knack;7
My Songs Know What You Did In The Dark (Light Em Up);Fall Out Boy;2013;Save Rock And Roll;186826;Fall Out Boy;2
My Way;Calvin Harris;2016;My Way;219159;Calvin Harris;1
My Way;Frank Sinatra;2015;Ultimate Sinatra;274933;Frank Sinatra;22
Narcisista por Excelencia;PXNDX;2006;Amantes Sunt Amentes;227346;PXNDX;5
Narco;Blasterjaxx, Timmy Trumpet;2017;Narco;208634;Blasterjaxx, Timmy Trumpet;1
Near Me;R3HAB, BURNS;2016;Near Me;188571;R3HAB, BURNS;1
Need You Tonight;INXS;2011;181106;INXS Remastered;INXS;4
Nel male e nel bene (feat. Massimo Pericolo);Emis Killa, Massimo Pericolo;2021;Keta Music, Vol. 3;190568;Emis Killa;11
NEMESI (feat. BLANCO);Marracash, BLANCO;2021;NOI, LORO, GLI ALTRI;175626;Marracash;12
NEON - Le Ali (feat. Elisa);Marracash, Elisa;2020;Persona;207084;Marracash;17
Nero Bali;Elodie, Michele Bravi, Guè;2018;Nero Bali;183773;Elodie, Michele Bravi;1
Netflix;Lazza;2019;Netflix;153826;Lazza;1
Nevada (feat. Cozi Zuehlsdorff);Vicetone, Cozi Zuehlsdorff;2016;Nevada (feat. Cozi Zuehlsdorff);208561;Vicetone;1
Never Going Home;Kungs;2021;Never Going Home;169944;Kungs;1
Never Gonna Give You Up;Rick Astley;1987;213573;Whenever You Need Somebody;Rick Astley;1
Never Really Over;Katy Perry;2019;Never Really Over;223523;Katy Perry;1
Never Sleep (Official Dreamfields Anthem 2014) [Club Mix];John Christian, Indyana;2014;Ibiza Calling;326314;Artisti Vari;9
Neverland;KSHMR, 7 Skies;2018;Neverland;189524;KSHMR, 7 Skies;1
New Divide;Linkin Park;2011;Iridescent;268613;Linkin Park;2
New Thang;Redfoo;2015;New Thang;226800;Redfoo;1
New Vibe Who Dis (feat. Little League);Madison Mars, Little League;2019;New Vibe Who Dis (feat. Little League);191500;Madison Mars, Little League;1
Niente;Ultimo;2021;Solo;238546;Ultimo;2
"Night Fever - From ""Saturday Night Fever"" Soundtrack";Bee Gees;1979;212253;Greatest;Bee Gees;2
No Bad Vibes (feat. Guesan);Ackeejuice Rockers, Yung Snapp, MV Killa, Guesan;2021;No Bad Vibes (feat. Guesan);243196;Ackeejuice Rockers, Yung Snapp, MV Killa;1
No Cap (feat. Geolier);Emis Killa, Jake La Furia, Geolier;2021;17 - Dark Edition;193432;Emis Killa, Jake La Furia;2
No Control;Piero Pirupa;2021;No Control;158928;Piero Pirupa;1
No Digas Lo Siento;Don Tetto;2010;Mienteme Prometeme;193365;Don Tetto;2
No Game Freestyle;Fedez x Tha Sup;2021;No Game Freestyle;236689;Fedez x Tha Sup;1
No Heroes (feat. Luciana);Firebeatz, KSHMR, Luciana;2014;No Heroes (feat. Luciana);245002;Firebeatz, KSHMR;1
No JoJo;Baby Gang, Bobo;2021;DELINQUENTE;197673;Baby Gang;10
No Lie;Michael Calfan, Martin Solveig;2020;No Lie;166992;Michael Calfan, Martin Solveig;1
No Money;Galantis;2016;No Money;189126;Galantis;1
No Particular Place To Go;Chuck Berry;1964;St. Louis to Liverpool;163000;Chuck Berry;3
No Promises (feat. Demi Lovato);Cheat Codes, Demi Lovato;2017;No Promises (feat. Demi Lovato);223503;Cheat Codes;1
No Rain;Blind Melon;1992;217106;Blind Melon;Blind Melon;7
No Reason;Sum 41;2004;Chuck (Int'l);184746;Sum 41;2
No Regrets (feat. Krewella);KSHMR, Yves V, Krewella;2019;No Regrets (feat. Krewella);184000;KSHMR, Yves V, Krewella;1
No Scrubs;Tom Enzy;2020;No Scrubs;146000;Tom Enzy;1
No Vacancy;OneRepublic;2017;No Vacancy;223189;OneRepublic;1
No Woman, No Cry - Live At The Lyceum, London/1975;Bob Marley & The Wailers;1975;Live!;427800;Bob Marley & The Wailers;5
no14 - feat. Dani Faiv;tha Supreme, Dani Faiv;2020;23 6451;176440;tha Supreme;15
NO-LIMIT;OSAKA☆SYUNKASYUTO;2019;NO-LIMIT;202420;OSAKA☆SYUNKASYUTO;1
Non Fare Così;Capo Plaza;2021;PLAZA (Deluxe Edition);192786;Capo Plaza;11
Non ho paura;Oliver Green, Olly, JVLI;2021;Non ho paura;158090;Oliver Green, Olly, JVLI;1
Non mi regolo (feat. Gemitaiz & Il Tre);Briga, Gemitaiz, Il Tre;2021;Non mi regolo (feat. Gemitaiz & Il Tre);195559;Briga, Gemitaiz, Il Tre;1
Non sei tu;Gazzelle;2017;Superbattito;199200;Gazzelle;1
Not Afraid;Eminem;2010;Recovery;248133;Eminem;7
Not Going Home;DVBBS, CMC$, Gia Koka;2016;Beautiful Disaster;194960;DVBBS;3
Not So Bad (feat. Emie);Yves V, Ilkay Sencan, Emie;2020;Not So Bad (feat. Emie);153696;Yves V, Ilkay Sencan, Emie;1
Nothing On Us;The Him;2018;Nothing On Us;161520;The Him;1
NOTTE SCURA (feat. Gazzelle & Tedua);Sick Luke, Gazzelle, Tedua;2022;X2;176360;Sick Luke;1
Notti In Bianco;BLANCO;2021;Blu Celeste;176400;BLANCO;2
Nova;Ahrix;2015;The Beginning;281312;Ahrix;1
Now I'm Here - Remastered 2011;Queen;1974;Sheer Heart Attack (Deluxe Remastered Version);252933;Queen;6
Now That I've Found You (feat. John & Michel);Martin Garrix, John & Michel;2016;Now That I've Found You (feat. John & Michel);192631;Martin Garrix;1
Nuclear (Hands Up);Zomboy;2013;Never Say Die, Vol. 2;316208;Artisti Vari;14
Numb;Linkin Park;2003;Meteora;185586;Linkin Park;13
Numb / Encore;JAY-Z, Linkin Park;2004;Collision Course (Deluxe Version);205280;JAY-Z, Linkin Park;4
Nuova Era (with Dardust);Jovanotti;2019;Jova Beach Party;227453;Jovanotti;2
NUOVO RANGE (con SFERA EBBASTA);Rkomi, Sfera Ebbasta, Junior K;2021;TAXI DRIVER;176772;Rkomi;7
NUOVO RANGE (feat. Sfera Ebbasta & Junior K) - MTV Unplugged;Rkomi, Sfera Ebbasta, Junior K;2021;TAXI DRIVER (MTV Unplugged);188347;Rkomi;10
nuvole;Sofia;2021;nuvole;168585;Sofia;1
Ocarina;Dimitri Vegas & Like Mike, Wolfpack;2015;Ocarina;294880;Dimitri Vegas & Like Mike;1
occh1 purpl3 - feat. Marracash;tha Supreme, Marracash;2020;23 6451;187821;tha Supreme;14
Ocean;Alok, Zeeba, iRO;2018;Ocean;174001;Alok, Zeeba, iRO;1
Ocean (feat. Khalid);Martin Garrix, Khalid;2018;Ocean (feat. Khalid);216419;Martin Garrix, Khalid;1
ODD FUTURE;UVERworld;2018;ODD FUTURE;225906;UVERworld;1
Off The Hook;Hardwell, Armin van Buuren;2015;Off The Hook;177058;Hardwell, Armin van Buuren;1
Ogni Volta - Live;Vasco Rossi;2017;Vasco Modena Park;258506;Vasco Rossi;5
oh 9od;tha Supreme, Nayt;2018;oh 9od;205594;tha Supreme, Nayt;1
oh 9od - feat. Nayt;tha Supreme, Nayt;2020;23 6451;204467;tha Supreme;10
Oh Boy!;The Crickets;1974;20 Golden Greats: Buddy Holly Lives;128773;Buddy Holly, The Crickets;6
Oh Cazzo;Tony Effe;2021;Untouchable;101013;Tony Effe;11
Oh Sherrie;Steve Perry;1984;229346;Street Talk (Expanded Edition);Steve Perry;1
Oh, Pretty Woman;Roy Orbison;1962;Oh, Pretty Woman;178933;Roy Orbison;1
Old Time Rock & Roll;Bob Seger;1978;Stranger In Town;194146;Bob Seger;3
Old Town Road - Remix;Lil Nas X, Billy Ray Cyrus;2019;7 EP;157066;Lil Nas X;1
Old Town Road (feat. Billy Ray Cyrus) - Remix;Lil Nas X, Billy Ray Cyrus;2019;Old Town Road;157066;Lil Nas X;1
Omen;The Prodigy;2009;Invaders Must Die;215806;The Prodigy;2
OMG;Usher, will.i.am;2010;Raymond v Raymond;269493;Usher;6
On & On;Cartoon, Daniel Levi;2015;On & On;207068;Cartoon, Daniel Levi;1
On My Mind;Monocule, Tim van Werd, Nicky Romero;2022;On My Mind;193660;Monocule, Tim van Werd, Nicky Romero;1
On Top Of The World;Imagine Dragons;2012;Night Visions (Deluxe);189840;Imagine Dragons;5
One Bourbon, One Scotch, One Beer;George Thorogood & The Destroyers;2010;One Bourbon, One Scotch, One Beer;507906;George Thorogood & The Destroyers;1
One Dance;Drake, WizKid, Kyla;2016;Views;173986;Drake;12
One Day (feat. ROZES);Sam Feldt, Yves V, ROZES;2019;One Day (feat. ROZES);147540;Sam Feldt, Yves V, ROZES;1
One Kiss (with Dua Lipa);Calvin Harris, Dua Lipa;2018;One Kiss (with Dua Lipa);214846;Calvin Harris, Dua Lipa;1
One More Time;Daft Punk;2001;Discovery;320357;Daft Punk;1
One Night (feat. Raphaella) - Nightlapse Remix;MK, Sonny Fodera, Raphaella, Nightlapse;2020;One Night (Remixes) (feat. Raphaella);193735;MK, Sonny Fodera;4
One of These Nights - 2013 Remaster;Eagles;1975;291685;One of These Nights (2013 Remaster);Eagles;1
One Right Now (with The Weeknd);Post Malone, The Weeknd;2021;One Right Now;193506;Post Malone, The Weeknd;1
One Vision - Remastered 2011;Queen;1986;A Kind Of Magic (2011 Remaster);311026;Queen;1
One Week;Barenaked Ladies;1998;169760;Stunt;Barenaked Ladies;1
Only the Good Die Young;Billy Joel;1977;235560;The Stranger (Legacy Edition);Billy Joel;6
Only the Lonely;Roy Orbison;1961;Sings Lonely and Blue;145533;Roy Orbison;1
Only You (And You Alone);The Platters;1986;The Platters Golden Hits;160093;The Platters;1
Ooh Girl (feat. A Boogie Wit da Hoodie);Kris Kross Amsterdam, Conor Maynard, A Boogie Wit da Hoodie;2019;Ooh Girl (feat. A Boogie Wit da Hoodie);168200;Kris Kross Amsterdam, Conor Maynard;1
Operation Unicorn;Jay Hardway;2020;Operation Unicorn;182815;Jay Hardway;1
Opinel;Simba La Rue, Bobo;2021;Opinel;137142;Simba La Rue, Bobo;1
ORA CHE FAI?;Salmo;2018;Playlist;130506;Salmo;11
Ostia Lido;J-AX;2019;Ostia Lido;172945;J-AX;1
Otherside;Red Hot Chili Peppers;1999;Californication (Deluxe Edition);255373;Red Hot Chili Peppers;4
Otro Trago;Sech, Darell;2019;Sueños;225933;Sech;3
Otro Trago - Remix;Sech, Ozuna, Anuel AA, Darell, Nicky Jam;2019;Otro Trago (Remix);287773;Sech, Ozuna, Anuel AA;1
Our House - 2009 - Remaster;Madness;2009;190840;Total Madness (2012);Madness;2
Out Of Control;Hoobastank;2003;The Reason;162106;Hoobastank;2
Out Of This Town;Hardwell, VINAI, Cam Meekins;2018;Out Of This Town;195200;Hardwell, VINAI, Cam Meekins;1
Outside (feat. Ellie Goulding);Calvin Harris, Ellie Goulding;2014;Motion;227266;Calvin Harris;6
Pablo;Rvssian, Sfera Ebbasta;2018;Pablo;165941;Rvssian, Sfera Ebbasta;1
Paint It Black;The Rolling Stones;2004;Singles 1965-1967;224133;The Rolling Stones;11
Paint It, Black - (Original Single Mono Version);The Rolling Stones;2004;Singles 1965-1967;224133;The Rolling Stones;11
Panama - 2015 Remaster;Van Halen;1984;210226;1984 (Remastered);Van Halen;3
Panda;Desiigner;2016;New English;246761;Desiigner;14
Papa's Got A Brand New Bag;James Brown;1991;20 All-Time Greatest Hits!;125706;James Brown;7
Paradise (feat. Dermot Kennedy);MEDUZA, Dermot Kennedy;2020;Paradise;167903;MEDUZA, Dermot Kennedy;1
Paradise City;Guns N' Roses;1987;Appetite For Destruction;405640;Guns N' Roses;6
parano1a k1d - feat. Fabri Fibra;tha Supreme, Fabri Fibra;2020;23 6451;144098;tha Supreme;12
Paranoid - 2012 - Remaster;Black Sabbath;1970;Paranoid (Remaster);168405;Black Sabbath;2
Paraocchi;BLANCO;2021;Paraocchi;156083;BLANCO;1
Paris;The Chainsmokers;2017;Memories...Do Not Open;221506;The Chainsmokers;8
PARTIRE DA TE;Rkomi;2021;TAXI DRIVER;221019;Rkomi;2
Party Never Ends;Alok, Quintino;2019;Party Never Ends;148750;Alok, Quintino;1
Party Rock Anthem;LMFAO, Lauren Bennett, GoonRock;2011;Sorry For Party Rocking;262146;LMFAO;3
Party Starter;Laidback Luke, Mark Bale;2019;Party Starter;131585;Laidback Luke, Mark Bale;1
Party Up;DMX;2010;The Best Of DMX;274053;DMX;7
Partystarter;D-Sturb;2021;Partystarter;244645;D-Sturb;1
Pass Me By;R5;2013;Louder;201280;R5;1
Pastello Bianco;Pinguini Tattici Nucleari;2020;AHIA!;236417;Pinguini Tattici Nucleari;4
Peace of Mind;Boston;1976;303586;Boston;Boston;2
Peanut Butter Jelly;Galantis;2015;Pharmacy;203133;Galantis;9
Peggy Sue - Single Version;Buddy Holly;1958;Buddy Holly;150960;Buddy Holly;2
Pensare Male (con Elodie);The Kolors, Elodie;2019;Pensare Male (con Elodie);209347;The Kolors, Elodie;1
Per sentirmi vivo;Fasma, GG;2020;Io sono Fasma;177880;Fasma, GG;7
Per Un Milione;Boomdabash;2019;Barracuda (Predator Edition);174615;Boomdabash;1
Perdoname (feat. Renny Mclean);Ludovica Pagani, Kenny Ray, Renny McLean;2018;Perdoname (feat. Renny Mclean);207272;Ludovica Pagani, Kenny Ray;1
PERDONAMI;Salmo;2018;Playlist;134413;Salmo;12
Perfect;Simple Plan;2002;No Pads, No Helmets...Just Balls;277026;Simple Plan;12
Perfect Strangers;Jonas Blue, JP Cooper;2016;Perfect Strangers;196613;Jonas Blue;1
Perfect Weapon;Black Veil Brides;2011;We Stitch These Wounds;247640;Black Veil Brides;5
Però;Gazzelle;2021;OK;169946;Gazzelle;4
Pero Ya No;Bad Bunny;2020;YHLQMDLG;160638;Bad Bunny;3
pers0na2 - feat. Gemitaiz, Madman;tha Supreme, Gemitaiz, MadMan;2020;23 6451;251511;tha Supreme;21
Phantasy Star Online;Deko, Yameii;2019;Iridescent;193560;Deko;2
