Track Name;Artist Name(s);Album Release Date;Album Name;Track Duration (ms);Album Artist Name(s);Track Number
CABRIOLET (feat. Sfera Ebbasta);Salmo, Sfera Ebbasta;2018;Playlist;185573;Salmo;5
Cacao (feat. Pyrex);Ghali, Pyrex;2020;DNA;113830;Ghali;16
Cake By The Ocean;DNCE;2015;SWAAY;218440;DNCE;1
California Dreamin';The Mamas & The Papas;1966;If You Can Believe Your Eyes And Ears;157960;The Mamas & The Papas;7
California Dreamin' - Single Version;The Mamas & The Papas;1966;If You Can Believe Your Eyes & Ears;162373;The Mamas & The Papas;7
Californication;Red Hot Chili Peppers;1999;Californication (Deluxe Edition);329733;Red Hot Chili Peppers;6
Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra);Charlie Charles, Sfera Ebbasta, Mahmood, Fabri Fibra;2019;Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra);190699;Charlie Charles;1
Call Me A Spaceman - Radio Edit;Hardwell, Mitch Crown;2012;Call Me A Spaceman;189375;Hardwell;1
Call Me The Breeze;Lynyrd Skynyrd;1974;309773;Second Helping;Lynyrd Skynyrd;8
Call On Me - Ryan Riback Extended Remix;Starley, Ryan Riback;2016;Call On Me (Remixes);222040;Starley;6
Call on Me - Ryan Riback Remix;Starley, Ryan Riback;2016;Call On Me (Remixes);222040;Starley;3
Callaita;Bad Bunny, Tainy;2019;Callaita;250533;Bad Bunny, Tainy;1
Calling (Lose My Mind) - Radio Edit;Sebastian Ingrosso, Alesso, Ryan Tedder;2012;Calling (Lose My Mind);205440;Sebastian Ingrosso, Alesso;1
Calma - Remix;Pedro Capó, Farruko;2018;Calma (Remix);238200;Pedro Capó, Farruko;1
Calmo;Shiva, tha Supreme;2020;Calmo;151084;Shiva, tha Supreme;1
Cambiare Adesso;Dark Polo Gang;2018;Trap Lovers;228975;Dark Polo Gang;1
Camelot;Leon Faun, Duffy;2021;C'era una volta;129427;Leon Faun;2
Can You Feel It;Tiësto, John Christian;2019;Can You Feel It;199384;Tiësto, John Christian;1
Candy On The Dancefloor;Tujamo;2019;Candy On The Dancefloor;186666;Tujamo;1
Candy Perreo;DJ Kelvin El Sacamostro, Dj Peligro;2015;Greatest Hits;272677;DJ Kelvin El Sacamostro;19
CANDYMAN ༄ (con GEMITAIZ);MACE, Gemitaiz;2021;OBE;224816;MACE;7
Can't Bring Me Down;Quintino;2019;Can't Bring Me Down;168000;Quintino;1
Can't Feel My Face;The Weeknd;2015;Beauty Behind The Madness;213520;The Weeknd;7
Can't Fight It;Quintino, Cheat Codes;2016;Can't Fight It;184453;Quintino, Cheat Codes;1
Can't Forget You (ft. The Nicholas);San Holo, The Nicholas;2015;Can't Forget You;216363;San Holo;1
Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;2012;The Heist;258342;Macklemore & Ryan Lewis, Macklemore, Ryan Lewis;2
Can't Remember to Forget You;Shakira, Rihanna;2014;Can't Remember to Forget You;207133;Shakira;1
Can't Stop;Red Hot Chili Peppers;2002;By the Way (Deluxe Edition);269000;Red Hot Chili Peppers;7
Can't You See;The Marshall Tucker Band;1973;365093;The Marshall Tucker Band;The Marshall Tucker Band;2
Capo;Geolier;2020;Emanuele (Marchio registrato);150967;Geolier;2
Captain Jack;Billy Joel;1973;437040;Piano Man;Billy Joel;10
Car Wash (Re-Recorded / Remastered);Rose Royce;2009;312354;The Greatest 1 Hit Wonders (Re-Recorded / Remastered Versions);Artisti Vari;6
Careless Whisper;George Michael;1986;302600;The Final;Wham!;6
Carry Me Home (feat. Jake Reese);KSHMR, Jake Reese;2018;Carry Me Home (feat. Jake Reese);191250;KSHMR;1
Carry on Wayward Son;Kansas;1976;323000;Leftoverture (Expanded Edition);Kansas;1
Carry You Home;Tiësto, Stargate, Aloe Blacc;2017;Carry You Home;192731;Tiësto, Stargate, Aloe Blacc;1
Casa;Giordana Angi;2019;Casa;167339;Giordana Angi;1
CASA NUOVA (feat. Venerus);Massimo Pericolo, Crookers, Venerus, Nic Sarno;2021;SOLO TUTTO;184234;Massimo Pericolo, Crookers;1
Cascare nei tuoi occhi;Ultimo;2018;Peter Pan;226160;Ultimo;4
Cat Scratch Fever;Ted Nugent;1977;219400;Cat Scratch Fever;Ted Nugent;1
Cat's in the Cradle;Harry Chapin;1974;212405;Cat's in the Cradle / Vacancy;Harry Chapin;1
CAZZO CULO (feat. Salmo);Massimo Pericolo, Crookers, Salmo, Nic Sarno;2021;SOLO TUTTO;233865;Massimo Pericolo, Crookers;3
Cecilia;Simon & Garfunkel;1970;Bridge Over Troubled Water;174826;Simon & Garfunkel;3
Celebration;Borgeous;2014;Ibiza Calling;215823;Artisti Vari;11
Celebration - Single Version;Kool & The Gang;2009;215653;Celebration / Morning Star;Kool & The Gang;1
Centerfield;John Fogerty;1985;231346;Centerfield - 25th Anniversary;John Fogerty;7
Centerfold;The J. Geils Band;1981;216533;Freeze Frame;The J. Geils Band;3
Centuries;Fall Out Boy;2015;American Beauty/American Psycho;228360;Fall Out Boy;3
Cereza;Fuego, Duki;2019;Cereza;164200;Fuego, Duki;1
C'est la vie;Achille Lauro;2020;1969 - Achille Idol Rebirth;193150;Achille Lauro;16
ch1 5ei te;tha Supreme;2020;23 6451;183762;tha Supreme;16
Chance (feat. Capo Plaza);Shiva, Capo Plaza;2020;Routine EP;182400;Shiva;2
Chandelier;Sia;2014;1000 Forms Of Fear;216120;Sia;1
Change My Heart;Ummet Ozcan, Laurell;2018;Change My Heart;186666;Ummet Ozcan, Laurell;1
Chasing Cars;Snow Patrol;2009;Up To Now;265666;Snow Patrol;2
Chasing Colors (feat. Noah Cyrus);Marshmello, Ookay, Noah Cyrus;2017;Chasing Colors (feat. Noah Cyrus);195200;Marshmello, Ookay;1
Chasing Summers - R3hab & Quintino Remix;Tiësto;2013;Miami 2013 (Mixed by MYNC, R3hab and Nari & Milani);281250;MYNC, R3HAB, Nari & Milani;7
Chasing Summers (R3hab & Quintino Remix);Tiësto;2013;Chasing Summers (R3hab & Quintino Remix);281250;Tiësto;1
Chasing The Sun;The Wanted;2012;Chasing The Sun;198253;The Wanted;1
Che ironia;Vasco Rossi;2015;Vasco Rossi - All the Best;228640;Vasco Rossi;4
CHE NE SO;Salmo;2021;FLOP;137533;Salmo;8
Cheap Sunglasses;ZZ Top;1979;288400;Deguello;ZZ Top;9
Check This Out;Marshmello;2018;Joytime II;219718;Marshmello;4
Cheerleader (feat. Kid Ink) - Felix Jaehn vs Salaam Remi Remix;OMI, Kid Ink;2015;Cheerleader (feat. Kid Ink) [Felix Jaehn vs Salaam Remi Remix];181984;OMI;1
Cheerleader (Felix Jaehn Remix) - Radio Edit;OMI, Felix Jaehn;2014;Cheerleader (Felix Jaehn Remix Radio Edit);180021;OMI;1
Chemicals;Tiësto, Don Diablo, Thomas Troelsen;2015;Chemicals;222075;Tiësto, Don Diablo;1
Chemicals (feat. Thomas Troelsen);Tiësto, Don Diablo, Thomas Troelsen;2015;Chemicals (feat. Thomas Troelsen);222075;Tiësto, Don Diablo;1
Cherry Bomb;John Mellencamp;1987;287106;The Lonesome Jubilee;John Mellencamp;5
Chiagne Ancora (feat. LIBERATO, J Lord);Ghali, LIBERATO, J Lord;2021;Chiagne Ancora (feat. LIBERATO, J Lord);218186;Ghali, LIBERATO, J Lord;1
Chicles, Cigarrillos, Caramelos;Miki González;2018;Rock Peruano;232493;Mar de Copas, Miki González;11
Chico (feat. Rose Villain & Luchè);Guè, Rose Villain, Luchè;2020;Mr. Fini;201931;Guè;2
Children Of Today;Blasterjaxx;2019;Children Of Today;169384;Blasterjaxx;1
China;Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;2019;China;301714;Anuel AA, Daddy Yankee, KAROL G;1
China Grove;The Doobie Brothers;1973;195306;The Captain and Me;The Doobie Brothers;3
Cinema;Samuel, Francesca Michielin;2021;Cinema;169449;Samuel, Francesca Michielin;1
Circles;Post Malone;2019;Hollywood's Bleeding;215280;Post Malone;6
Clarity;Zedd, Foxes;2012;Clarity;271426;Zedd;5
Clint Eastwood;Gorillaz;2001;Gorillaz;340920;Gorillaz;5
Close To Your Love;AtellaGali, Amanda Renee;2014;Close To Your Love;207586;AtellaGali;1
Closer;The Chainsmokers, Halsey;2016;Closer;244960;The Chainsmokers, Halsey;1
Cocaine;Eric Clapton;1977;Slowhand 35th Anniversary (Super Deluxe);221640;Eric Clapton;1
Cold as Ice;Foreigner;1977;200213;Foreigner (Expanded);Foreigner;2
Cold Heart - PNAU Remix;Elton John, Dua Lipa, PNAU;2021;The Lockdown Sessions;202735;Elton John;1
Cold Water (feat. Justin Bieber & MØ);Major Lazer, Justin Bieber, MØ;2016;Cold Water (feat. Justin Bieber & MØ);185351;Major Lazer;1
Colgado;Cuchillazo;2014;Compilado Bestial;170906;Cuchillazo;4
Colpa d'Alfredo;Vasco Rossi;2015;Vasco Rossi - All the Best;295306;Vasco Rossi;6
Colpevole RMX (feat. Geolier);Tony Effe, Geolier;2021;Untouchable;158015;Tony Effe;1
Coltellata (feat. tha Supreme);Gazzelle, tha Supreme;2021;OK;165266;Gazzelle;9
Come and Get Your Love;Redbone;1973;300666;Wovoka;Redbone;5
Come As You Are;Nirvana;1991;Nevermind (Deluxe Edition);218920;Nirvana;3
come fa1;tha Supreme;2020;23 6451;128774;tha Supreme;2
Come nelle canzoni;Coez;2021;Volare;212897;Coez;7
Come On Eileen;Dexys Midnight Runners;1982;Too Rye Ay;287306;Dexys Midnight Runners;10
Come Sail Away;Styx;1977;367000;The Grand Illusion;Styx;4
Come Together - Remastered;The Beatles;1969;259946;Abbey Road (Remastered);The Beatles;1
Come Together - Remastered 2009;The Beatles;1969;Abbey Road (Remastered);259946;The Beatles;1
Como Yo Le Doy (feat. Don Miguelo) - Spanglish Version;Pitbull, Don Miguelo;2015;Dale;262706;Pitbull;2
Complicated;Avril Lavigne;2002;Let Go;244506;Avril Lavigne;2
Complicated (feat. Kiiara);Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas, Kiiara;2017;Complicated (feat. Kiiara);184247;Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas;1
Complicati;Poli Ok, Uzi Lvke, Xela Baby;2020;Complicati;196789;Poli Ok, Uzi Lvke, Xela Baby;1
Con Calma;Daddy Yankee, Snow;2019;Con Calma;193226;Daddy Yankee;1
Conga;Gloria Estefan;1990;255106;Exitos de gloria estefan;Gloria Estefan;2
Continuous Mix - Ibiza Calling, Vol. 1;Artisti Vari;2014;Ibiza Calling;3660963;Artisti Vari;14
Continuous Mix - Ibiza Calling, Vol. 2;Artisti Vari;2014;Ibiza Calling;3466699;Artisti Vari;15
Cool;Alesso, Roy English;2015;Cool;221666;Alesso;1
CORALINE;Måneskin;2021;Teatro d'ira - Vol. I;300413;Måneskin;2
Corso Europa;Rhove, Madfingerz;2021;Corso Europa;132587;Rhove, Madfingerz;1
Could You Be Loved;Bob Marley & The Wailers;1980;Uprising;237000;Bob Marley & The Wailers;8
Cracked Wall;Florian Picasso, VASSY;2016;Cracked Wall;187558;Florian Picasso, VASSY;1
Crazy;TRFN, Siadou;2018;Crazy;173879;TRFN;1
Crazy Little Thing Called Love - Remastered 2011;Queen;1980;The Game (Deluxe Remastered Version);163373;Queen;5
CRAZY LOVE;Marracash;2021;NOI, LORO, GLI ALTRI;192688;Marracash;5
Cream - Radio Edit;Tujamo, Danny Avila;2015;Cream;151875;Tujamo, Danny Avila;1
CRIMINALE;Salmo;2021;FLOP;158527;Salmo;3
Crocodile Rock;Elton John;1990;235066;Elton John's Greatest Hits;Elton John;11
CRUDELIA - I nervi;Marracash;2020;Persona;230922;Marracash;11
Crudo;Emis Killa, Jake La Furia;2021;17 - Dark Edition;168493;Emis Killa, Jake La Furia;1
Cuando no es como debiera ser;PANDA;2007;Sinfonia Soledad;229720;PANDA;2
Cuarentena;LiL CaKe;2020;Cuarentena;127360;LiL CaKe;1
Cucumba;Oliver Heldens, MOGUAI;2019;Cucumba;201904;Oliver Heldens, MOGUAI;1
Cuore Nero - prod. Frenetik&Orang3;Blind;2020;CUORE NERO;166733;Blind;1
Dad Battle;Kawai Sprite;2020;Friday Night Funkin', Vol. 1 (Original Game Soundtrack);86833;Kawai Sprite;5
Daddy Cool;Boney M.;1976;Take The Heat Off Me;208600;Boney M.;1
Dance Monkey;Tones And I;2019;Dance Monkey;209754;Tones And I;1
Dance the Night Away - 2015 Remaster;Van Halen;1979;188083;Van Halen II (Remastered);Van Halen;2
Dance to the Music;Sly & The Family Stone;1968;Dance To The Music;179426;Sly & The Family Stone;1
Dance, Dance;Fall Out Boy;2009;Believers Never Die - Greatest Hits;181440;Fall Out Boy;5
Dancin (feat. Luvli) - Krono Remix;Aaron Smith, Krono, Luvli;2014;Dancin (feat. Luvli) [Krono Remix];198053;Aaron Smith, Krono;1
Dancing In the Dark;Bruce Springsteen;1984;241306;Born In The U.S.A.;Bruce Springsteen;11
Dancing in the Moonlight;King Harvest;1973;181133;Dancing in the Moonlight;King Harvest;10
Dancing Queen;ABBA;2008;ABBA Gold;231093;ABBA;1
Dancing With A Stranger (with Normani);Sam Smith, Normani;2019;Dancing With A Stranger (with Normani);171029;Sam Smith, Normani;1
"Danger Zone - From ""Top Gun"" Original Soundtrack";Kenny Loggins;1997;215133;Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins;Kenny Loggins;5
Dangerous (feat. Sam Martin);David Guetta, Sam Martin;2014;Listen;203641;David Guetta;1
Dani California;Red Hot Chili Peppers;2006;Stadium Arcadium;282160;Red Hot Chili Peppers;1
Dare Me;NERVO, Plastik Funk, Tim Morrison;2020;Dare Me;182500;NERVO, Plastik Funk, Tim Morrison;1
Dark Necessities;Red Hot Chili Peppers;2016;The Getaway;302000;Red Hot Chili Peppers;2
Darkside;Alan Walker, Au/Ra, Tomine Harket;2018;Darkside;211866;Alan Walker, Au/Ra, Tomine Harket;1
David;BLANCO;2021;Blu Celeste;193548;BLANCO;10
Davide (feat. Coez);Gemitaiz, Coez;2018;Davide;206211;Gemitaiz;8
Day 'N' Nite - Crookers Remix;Kid Cudi, Crookers;2009;Man On The Moon: The End Of Day (Int'l Version);281746;Kid Cudi;16
Day Or Night;Mike Williams;2019;Day Or Night;174374;Mike Williams;1
DDU-DU DDU-DU;BLACKPINK;2018;SQUARE UP;209355;BLACKPINK;1
DEBITI;Massimo Pericolo, Crookers;2021;SOLO TUTTO;144370;Massimo Pericolo, Crookers;2
December, 1963 (Oh What a Night!);Frankie Valli & The Four Seasons;1975;197146;Who Loves You;Frankie Valli & The Four Seasons;6
Decode - Twilight Soundtrack Version;Paramore;2009;Decode;261959;Paramore;1
Delay;Moby, Lucky Date;2014;Ibiza Calling;234375;Artisti Vari;7
Delirious (Boneless) (feat. Kid Ink);Steve Aoki, Chris Lake, Tujamo, Kid Ink;2014;Delirious (Boneless) (feat. Kid Ink);223413;Steve Aoki, Chris Lake, Tujamo;1
Delirious (Boneless) (feat. Kid Ink) - Reid Stefan Remix;Steve Aoki, Chris Lake, Tujamo, Kid Ink;2014;Delirious (Boneless) (feat. Kid Ink) [Remixes];251303;Steve Aoki, Chris Lake, Tujamo;2
Demone;MamboLosco, Nardi, Finesse;2021;Demone;161703;MamboLosco, Nardi, Finesse;1
Demons;Imagine Dragons;2012;Night Visions (Deluxe);175200;Imagine Dragons;4
Derp;Bassjackers, MAKJ;2014;Derp;279374;Bassjackers, MAKJ;1
Destiny - Edit;Headhunterz;2017;Destiny;179600;Headhunterz;1
Destri;Gazzelle;2020;Destri;185503;Gazzelle;1
Detroit Rock City;KISS;1978;215899;Double Platinum (Remastered Version);KISS;13
Dharma;Headhunterz, KSHMR;2016;Dharma;182343;Headhunterz, KSHMR;1
Di Notte (feat. Sfera Ebbasta & Carl Brave);Ernia, Sfera Ebbasta, Carl Brave;2021;Gemelli (ascendente Milano);224175;Ernia;2
Diamond Heart;Alan Walker, Sophia Somajo;2018;Diamond Heart;239834;Alan Walker, Sophia Somajo;1
Diamonds;Rihanna;2012;Unapologetic (Deluxe);225146;Rihanna;2
Die Young;Kesha;2012;Warrior (Deluxe Version);211920;Kesha;2
DIECIMILAVOCI (con ARIETE);Rkomi, ARIETE;2021;TAXI DRIVER;170399;Rkomi;5
Dímelo, Dímelo;Miki González;2018;Rock Peruano;203200;Mar de Copas, Miki González;5
DIO PERDONAMI (64 Bars);BLANCO, Drast;2021;Red Bull 64 Bars, The Album;150250;Artisti Vari;5
Dirty Laundry;Don Henley;1982;336800;I Can't Stand Still;Don Henley;6
Dirty Sexy Money (feat. Charli XCX & French Montana);David Guetta, Afrojack, Charli XCX, French Montana;2017;Dirty Sexy Money (feat. Charli XCX & French Montana);172687;David Guetta, Afrojack, Charli XCX;1
Dirty Talk;LOthief;2018;Dirty Talk;175039;LOthief;1
Disco Inferno - Edit;The Trammps;2016;215626;Playlist: The Best Of The Trammps;The Trammps;1
Disculpa los Malos Pensamientos;PXNDX;2005;Para Ti Con Desprecio;238373;PXNDX;2
DISPOVERY CHANNEL (feat. Nitro);Salmo, Nitro;2018;Playlist;204400;Salmo;4
Djomb - Bien ou quoi;Bosh;2020;Synkinisi;141893;Bosh;16
Do I Wanna Know?;Arctic Monkeys;2013;AM;272394;Arctic Monkeys;1
Do It Again;Steve Aoki, Alok;2019;Do It Again;176129;Steve Aoki, Alok;1
Do It Again;Steely Dan;1972;356733;Can't Buy A Thrill;Steely Dan;1
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix;Afrojack, Thirty Seconds To Mars;2014;Forget The World (Deluxe);278174;Afrojack;15
Do You Love Me - Mono;The Contours;2009;172400;Memories Volume 1;Artisti Vari;17
Dolceamaro;Malgioglio, Barbara d’Urso;2019;Dolceamaro;227777;Cristiano Malgioglio;1
Domenica;Coez;2019;È sempre bello;201546;Coez;4
Don't Be Cruel;Elvis Presley;1958;Elvis' Golden Records;122893;Elvis Presley;8
Don't Bring Me Down;Electric Light Orchestra;1979;243373;Discovery;Electric Light Orchestra;9
Don't Do Me Like That;Tom Petty and the Heartbreakers;1979;161786;Damn The Torpedoes (Deluxe Edition);Tom Petty and the Heartbreakers;6
Don't Go Breaking My Heart;Elton John, Kiki Dee;1990;271133;To Be Continued...;Elton John;7
Don't Let Me Be Misunderstood;The Animals;2003;145693;A's B's & EP's;The Animals;10
Don't Let Me Down;The Chainsmokers, Daya;2016;Don't Let Me Down;208373;The Chainsmokers;1
Don't Look Down (feat. Usher);Martin Garrix, Usher;2015;Don't Look Down (feat. Usher);223139;Martin Garrix;1
Don't Phunk With My Heart;Black Eyed Peas;2005;Monkey Business;239773;Black Eyed Peas;2
Don't Speak;No Doubt;2003;262746;The Singles Collection;No Doubt;13
Don't Stand So Close To Me - Remastered 2003;The Police;1980;242666;Zenyatta Mondatta (Remastered);The Police;1
Don't Start Now;Dua Lipa;2019;Don't Start Now;183290;Dua Lipa;1
Don't Stop - 2004 Remaster;Fleetwood Mac;1977;193346;Rumours;Fleetwood Mac;4
Don't Stop Believin';Journey;2001;The Essential Journey;248906;Journey;2
Don't Stop Me Now - Remastered 2011;Queen;1978;209413;Jazz (2011 Remaster);Queen;12
Don't Stop 'Til You Get Enough;Michael Jackson;1979;365466;Off the Wall;Michael Jackson;1
Don't Stop 'Til You Get Enough - 2003 Edit;Michael Jackson;2003;Number Ones;236440;Michael Jackson;1
Don't Worry (feat. Ray Dalton) - Matoma Remix;Madcon, Ray Dalton;2015;Don't Worry (feat. Ray Dalton) [Matoma Remix];197073;Madcon;1
Don't You (Forget About Me) - Remastered;Simple Minds;2013;263973;Celebrate (Greatest Hits);Simple Minds;14
Don't You Want Me - 2002 - Remaster;The Human League;2003;238000;The Very Best Of The Human League;The Human League;1
Don't You Worry Child - Radio Edit;Swedish House Mafia, John Martin;2012;Don't You Worry Child;212862;Swedish House Mafia;1
Dos Caras;Mar de Copas;2013;Seis;210906;Mar de Copas;1
Dove e quando;Benji & Fede;2019;Dove e quando;190409;Benji & Fede;1
Dov'è L'Italia;Motta;2019;Dov'è L'Italia;178385;Motta;1
Down Below;Roddy Ricch;2018;Feed Tha Streets II;224002;Roddy Ricch;11
DOWN BY LAW;THE RAMPAGE from EXILE TRIBE;2019;THROW YA FIST;201733;THE RAMPAGE from EXILE TRIBE;2
Down On The Corner;Creedence Clearwater Revival;1969;166280;Willy And The Poor Boys;Creedence Clearwater Revival;1
Down Under;Men At Work;1996;220866;The Best Of Men At Work: Contraband;Men At Work;2
Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally);Macklemore & Ryan Lewis, Grandmaster Melle Mel, Eric Nally, Grandmaster Caz, Kool Moe Dee;2015;Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally);292593;Macklemore & Ryan Lewis;1
Dragon - Radio Edit;Martin Garrix, Matisse & Sadko;2015;Break Through The Silence EP;196670;Martin Garrix, Matisse & Sadko;2
Dragon Ball Rap;Porta;2007;En Boca De Tantos (eMaxi);118933;Porta;1
DREAM TEAM (feat. Pyrex, Capo Plaza, Tedua & Shiva);Sick Luke, Shiva, Capo Plaza, Tedua, Pyrex;2022;X2;158630;Sick Luke;6
Drip Too Hard (Lil Baby & Gunna);Lil Baby, Gunna;2018;Drip Harder;145542;Lil Baby, Gunna;12
Drippin' in Milano;ANNA;2021;Drippin' in Milano;159989;ANNA;1
Drop It (feat. LUISAH);Dubdogz, Mariana BO, Flakkë, LUISAH;2021;Drop It (feat. LUISAH);125760;Dubdogz, Mariana BO, Flakkë;1
Drop That Low (When I Dip);Tujamo;2016;Drop That Low (When I Dip);159999;Tujamo;1
DUBAI;Rondodasosa, Nko;2021;DUBAI;201847;Rondodasosa, Nko;1
Dulce y Veloz;Mar de Copas;2018;Rock Peruano;222094;Mar de Copas, Miki González;8
Dying for You (feat. Alex Aris) - Radio Edit;Otto Knows, Lindsey Stirling, Alex Aris;2016;Dying For You (feat. Alex Aris);198970;Otto Knows, Lindsey Stirling;1
È sempre bello;Coez;2019;È sempre bello;203872;Coez;2
East Bound and Down;Jerry Reed;1995;The Essential Jerry Reed;166733;Jerry Reed;13
Easy;Commodores;1977;Commodores;256426;Commodores;9
Easy Love;Sigala;2015;Easy Love;227023;Sigala;1
Eat Sleep Rave Repeat - Calvin Harris Remix Edit;Fatboy Slim, Riva Starr, Beardyman;2013;Eat Sleep Rave Repeat (feat. Beardyman);168121;Fatboy Slim, Riva Starr;1
Ecco - Ummet Ozcan Edit Radio Mix;Mem;2014;Ecco (Ummet Ozcan Edit);181323;Mem;1
Edge of Seventeen - 2016 Remaster;Stevie Nicks;1981;329413;Bella Donna (2016 Remastered);Stevie Nicks;6
EDM Bubble;Jay Hardway, Mike Cervello;2018;EDM Bubble;142503;Jay Hardway, Mike Cervello;1
El Duelo;Autobus;2007;Autobus;237608;Autobus;1
El Duelo;La Ley;1995;Invisible;194573;La Ley;3
El Party;Jake La Furia, Alessio La Profunda Melodia;2017;El Party;211417;Jake La Furia;1
Electric Elephants;Jay Hardway;2015;Electric Elephants;173087;Jay Hardway;1
Electricity (with Dua Lipa);Silk City, Dua Lipa, Diplo, Mark Ronson;2018;Electricity (with Dua Lipa);238173;Silk City, Dua Lipa;1
ELEGANTE (feat. Sfera Ebbasta);DrefGold, Sfera Ebbasta;2020;ELO;220896;DrefGold;2
Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich);DJ Khalil, Denzel Curry, Cordae, Swavay, Trevor Rich;2018;Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture);219400;Artisti Vari;12
Ella Quiere Beber - Remix;Anuel AA, Romeo Santos;2018;Ella Quiere Beber (Remix);219357;Anuel AA, Romeo Santos;1
Elvis (feat. Guè Pequeno);Rose Villain, Guè, Sixpm;2021;Elvis (feat. Guè Pequeno);172784;Rose Villain, Guè, Sixpm;1
Emperor's New Clothes;Panic! At The Disco;2016;Death of a Bachelor;158666;Panic! At The Disco;4
Empire State Of Mind;JAY-Z, Alicia Keys;2010;The Hits Collection Volume One (Deluxe);277106;JAY-Z;9
En Boca De Tantos;Porta;2007;En Boca De Tantos (eMaxi);315400;Porta;3
